id,name,This is the current 'specialisation_id' linked to this practice,This is the current specialisation 'name' linked to this 'specialisation_id',What specialisation_id should this practice be linked to?,What is the respective specailisation name/type of the 'specialisation_id' linked to this practice?,What is the respective Practice Type?,specialisation_id,name,specialisation_name
1240,SpecSavers Somerset West,2,Other,17,Optometry,Specialist Department,,,
3263,Clicks Pharmacy - Hatfield Plaza,2,Other,420,General,Pharmacy,,,
3285,Clicks Pharmacy - Robertson,2,Other,420,General,Pharmacy,,,
4040,Unjani Clinic - Mafikeng,2,Other,420,General,Clinic,,,
3320,Clicks Pharmacy - Acornhoek,2,Other,420,General,Pharmacy,,,
4961,Amathole District PHC Referrals,224,PHC referrals in the Eastern Cape,420,General,Clinic,,,
3358,Dis-Chem Klerksdorp Pharmacy,2,Other,420,General,Pharmacy,,,
3402,Mediclinic Panorama ENT,2,Other,15,Otorhinolaryngology,Specialist Department,,,
4571,Panorama Health Centre,2,Other,420,General,Medical Centre,,,
3435,Dis-Chem Lakeside Mall Pharmacy,2,Other,420,General,Pharmacy,,,
3450,Community Mental Health & Psychiatry,2,Other,37,Psychiatry,Specialist Department,,,
4152,Dr E L Mexson’s dental practice.,2,Other,420,General,General Practice,,,
3506,Dis-Chem Lifestyle Mall Pharmacy Clinic,2,Other,420,General,Pharmacy,,,
3540,Dr Srinivasan Chinsamy Govender,2,Other,420,General,General Practice,,,
3566,Stormsrivier Clinic,2,Other,420,General,Clinic,,,
4154,Dr C N Phatudi Hospital,2,Other,420,General,Hospital,,,
3575,Life Kingsbury Ophthalmology,2,Other,1,Ophthalmology,Specialist Department,,,
1373,Torga Optical N1 City,2,Other,17,Optometry,Specialist Department,,,
4334,Dr Lawrence Elias Chemaly,2,Other,420,General,General Practice,,,
4352,Dr Shantilal Bhikha,2,Other,420,General,General Practice,,,
5699,Humansdorp Clinic,2,Other,420,General,Clinic,,,
4153,Tygerberg Nuclear Medicine PET/CT referrals,256,Nuclear Medicine,256,Nuclear Medicine,Specialist Department,,,
4950,UKZN TB Reach project,2,Other,169,Infectious disease,Specialist Department,,,
4952,Mrs Levercia Ronine Meintjies,2,Other,123,Physiotherapy,General Practice,,,
3594,Dis-Chem Albemarle Gardens Pharmacy,2,Other,420,General,Pharmacy,,,
4155,Royal Med Wellness,2,Other,420,General,Medical Centre,,,
3616,Sparkport Musgrave,2,Other,420,General,Pharmacy,,,
4156,King Edward Anaesthesiology,2,Other,128,Anaesthesiology,Specialist Department,,,
4955,Vision View Optometrists,2,Other,17,Optometry,Specialist Department,,,
3621,Hamadi Clinical Pathology Laboratory,2,Other,85,Pathology,Specialist Department,,,
3648,Pelican Pharmacy,2,Other,420,General,Pharmacy,,,
4159,Elim Hospital Paediatric,2,Other,28,Paediatrics,Specialist Department,,,
3659,Kgapane Hospital,2,Other,420,General,Hospital,,,
4957,SU Physio - Chanel van Zyl,162,SU Students - Physiotherapy,123,Physiotherapy,University,,,
3662,Kalapeng Mankweng Pharmacy,2,Other,420,General,Pharmacy,,,
4160,Faatima Adam Biokineticist,2,Other,420,General,General Practice,,,
3666,Medicare Pharmacy,2,Other,420,General,Pharmacy,,,
4959,Amathole Basin Clinic,2,Other,420,General,Clinic,,,
1107,Kalafong Internal Medicine,2,Other,21,Internal Medicine,Specialist Department,,,
3670,Dr Sharifa Bibie Dawood,2,Other,420,General,General Practice,,,
4162,Envision Family Eyecare,2,Other,17,Optometry,Specialist Department,,,
3673,Melomed Gatesville Gastroenterology,2,Other,156,Gastroenterology,Specialist Department,,,
3678,Just Vision Optical,2,Other,17,Optometry,Specialist Department,,,
4164,Wellness Therapists,2,Other,123,Physiotherapy,General Practice,,,
4165,Luka Optics,2,Other,17,Optometry,Specialist Department,,,
987,Motebang Hospital,2,Other,420,General,Hospital,,,
3286,Skin Renewal - Fourways,2,Other,13,Dermatology,Medical Centre,,,
3917,Dr Fareedudin Khan Sarguro,2,Other,420,General,General Practice,,,
3360,Mitchells Plain Anaesthesiology,2,Other,128,Anaesthesiology,Specialist Department,,,
4572,Dr Mahomed Sayed-Ismail,2,Other,420,General,General Practice,,,
3403,Dis-Chem Greenstone Mall Pharmacy,2,Other,420,General,Pharmacy,,,
3920,Mr Johannes Hanco Janse van Rensburg,2,Other,420,General,General Practice,,,
3436,Breedemed Family Medical Practice,2,Other,16,Family Medicine,Specialist Department,,,
3451,Neovision Century Village,2,Other,17,Optometry,Specialist Department,,,
3921,Eastern Medicine Depot,2,Other,420,General,Pharmacy,,,
3922,Kingsbury Medical Suites,2,Other,420,General,Medical Centre,,,
3507,Thaba Nchu Pharmacy,2,Other,420,General,Pharmacy,,,
3925,Greenfields Pharmacy,2,Other,420,General,Pharmacy,,,
3567,Pharmacy @ Spar - Meiringspark,2,Other,420,General,Pharmacy,,,
4962,Nqadu Clinic,2,Other,420,General,Clinic,,,
3679,Optic Edge Zevenwacht,2,Other,17,Optometry,Specialist Department,,,
3681,Kalapeng Moutsiya pharmacy,2,Other,420,General,Pharmacy,,,
3617,"Dr Perold, Dr Delport & Dr du Preez",2,Other,420,General,General Practice,,,
4417,Smith & Van Lierop Advanced Restorative Dentistry,2,Other,259,Oral Medicine,Specialist Department,,,
4963,Tanga Clinic,2,Other,420,General,Clinic,,,
4968,Mr Govindra Naidoo,2,Other,420,General,General Practice,,,
4970,Mrs Charleen Chriselda Bergh (Erasmus),2,Other,17,Optometry,Specialist Department,,,
3980,Albert Luthuli Human Genetics (Weekdays 08:00 - 16:00),166,Human Genetics,166,Human genetics,Specialist Department,,,
5700,Hukuwa Clinic,2,Other,420,General,Clinic,,,
4951,Drs M Crots & P Coetzee,2,Other,420,General,General Practice,,,
4960,Life Fourways Hospital,2,Other,420,General,Hospital,,,
3622,Dr Gladys Jabulile Mngomezulu,2,Other,420,General,General Practice,,,
3649,The Local Choice Pharmacy - Medirex,2,Other,420,General,Pharmacy,,,
3663,Dr Sundrapragasen Pillay,2,Other,420,General,General Practice,,,
3667,Burgersfort Pharmacy,2,Other,420,General,Pharmacy,,,
4964,Mgcwe Clinic,2,Other,420,General,Clinic,,,
3671,Dr Mariska Elizabeth Oosthuizen,2,Other,420,General,General Practice,,,
3682,Dr Belinda-Mare Richards,2,Other,420,General,General Practice,,,
3683,Dr Roschelle Freeks,2,Other,420,General,General Practice,,,
3686,Dr Lashika Athmaram,2,Other,420,General,General Practice,,,
3696,Port Elizabeth Provincial Hospital,2,Other,420,General,Hospital,,,
3697,Dr Langenhoven & Dr Bester,2,Other,420,General,General Practice,,,
3707,LIBO Group Holdings Pty Ltd,2,Other,420,General,Other,,,
988,Botha-Bothe Hospital,2,Other,420,General,Hospital,,,
3024,Clicks Pharmacy - Northmead Square,2,Other,420,General,Pharmacy,,,
3708,Tokollo O&G,2,Other,27,Obstetrics / Gynaecology,Specialist Department,,,
998,Mokhotlong Hospital,2,Other,420,General,Hospital,,,
992,St James Hospital,2,Other,420,General,Hospital,,,
3709,Mpilo Pharmacy,2,Other,420,General,Pharmacy,,,
3713,Dr Hester Susanna Cornelia (Estie) Pieterse-Kruger,2,Other,420,General,General Practice,,,
3715,Dr Bertin Nkwayim Ndamkou,2,Other,420,General,General Practice,,,
3716,Dr Emmerentia Frederika Bartleman,2,Other,420,General,General Practice,,,
3541,Tonkil Optometrist,2,Other,17,Optometry,Specialist Department,,,
1242,SpecSavers Kenilworth,2,Other,17,Optometry,Specialist Department,,,
714,Albert Nzula Hospital,2,Other,420,General,Hospital,,,
3264,Braude's Pharmacy,2,Other,420,General,Pharmacy,,,
3918,Kgubetswana Pharmacy,2,Other,420,General,Pharmacy,,,
3287,Queen Mamohato Memorial Hospital,2,Other,420,General,Hospital,,,
3361,Dis-Chem Preller Square Pharmacy,2,Other,420,General,Pharmacy,,,
3919,Dr Muneeb Cader,2,Other,420,General,General Practice,,,
3404,Melle Optometrists,2,Other,17,Optometry,Specialist Department,,,
3437,Netcare Olivedale Emergency Medicine,2,Other,32,Emergency Medicine,Specialist Department,,,
3923,Longbeach Medical Centre,2,Other,420,General,Medical Centre,,,
3452,Dr Johannes Petrus van Wyk,2,Other,420,General,General Practice,,,
3926,Eden Park Medical Centre,2,Other,420,General,Medical Centre,,,
3714,New Somerset Paediatrics,2,Other,28,Paediatrics,Specialist Department,,,
4042,Dr Beatrix Gassner,2,Other,420,General,General Practice,,,
3508,Main Road Pharmacy,2,Other,420,General,Pharmacy,,,
4971,Dr Joanne Leach,2,Other,420,General,General Practice,,,
3542,Dr Irma Kruger,2,Other,420,General,General Practice,,,
3568,The Local Choice Pharmacy Strubenvale,2,Other,420,General,Pharmacy,,,
3576,Dr Barbara Kemp,2,Other,420,General,General Practice,,,
4424,Dr Stefan Bekker,2,Other,420,General,General Practice,,,
4972,Baroda Clinic,2,Other,420,General,Clinic,,,
4974,Eye Save - Cape Town,2,Other,17,Optometry,Specialist Department,,,
5702,Drs Mabude & Bester,2,Other,420,General,General Practice,,,
4973,Dr Robert Edson,2,Other,420,General,General Practice,,,
4975,Dr. C.A Stulting,2,Other,420,General,General Practice,,,
704,SpecSavers Seapoint,2,Other,17,Optometry,Specialist Department,,,
4161,Dunjana N E,2,Other,420,General,General Practice,,,
4976,Dr Yusuf Noor,2,Other,420,General,General Practice,,,
3623,Kalapeng Station Pharmacy - Pretoria,2,Other,420,General,Pharmacy,,,
3464,IDEAL student rotation,2,Other,16,Family Medicine,University,,,
3650,Sizwe Tropical Disease Hospital,2,Other,169,Infectious Disease,Specialist Department,,,
3672,Dr Frederick Ferdinand Johannes Frantz,2,Other,420,General,General Practice,,,
3684,Dr Corlene Fenwick,2,Other,420,General,General Practice,,,
4163,Dr Z Booi,2,Other,420,General,General Practice,,,
3685,Scottsville Pharmacy,2,Other,420,General,Pharmacy,,,
4978,Dr Anri Tempel,2,Other,420,General,General Practice,,,
4166,Optic Exclusive Ongwediva,2,Other,17,Optometry,Specialist Department,,,
3698,Sr Claire Haupt,2,Other,420,General,General practice,,,
4167,Universal Healthcare,2,Other,420,General,General Practice,,,
4207,Dr Aminah Mahomed,2,Other,420,General,General Practice,,,
4210,Dr Etienne Martin Le Roux,2,Other,420,General,General Practice,,,
4219,The Dental Co,2,Other,259,Oral Medicine,Specialist Department,,,
3717,Lancet Laboratories,2,Other,85,Pathology,Specialist Department,,,
989,Queen Mamohato Hospital,2,Other,420,General,Hospital,,,
4979,Spectacle Warehouse Kenilworth,2,Other,17,Optometry,Specialist Department,,,
1085,Melomed Tokai,2,Other,420,General,Hospital,,,
832,Specsavers Brackenfell,2,Other,17,Optometry,Specialist Department,,,
3924,Kt Motubatse Clinic,2,Other,420,General,Clinic,,,
3288,Mr Condre Swart,2,Other,420,General,General Practice,,,
3927,Dockrats & Partners,2,Other,259,Oral Medicine,Specialist Department,,,
3362,Dis-Chem Killarney Mall Pharmacy,2,Other,420,General,Pharmacy,,,
4982,Clinical Wellbeing,2,Other,420,General,General practice,,,
4043,Madadeni Ophthalmology,2,Other,1,Ophthalmology,Specialist Department,,,
3438,Dr Beate Christine Setzer,2,Other,420,General,General Practice,,,
2523,Dr Natasha Abrahams,2,Other,420,General,General Practice,,,
2545,Hannan Crusaid A R V Centre,2,Other,169,Infectious Disease,Medical Centre,,,
3439,Dr Christa Retief,2,Other,420,General,General Practice,,,
3654,Palliative Care Ward 99 (Non-Covid),2,Other,41,Palliative Care,Specialist Department,,,
3116,Brackengate Covid-19,2,Other,169,Infectious Disease,Specialist Department,,,
3462,Mediclinic Muelmed,2,Other,420,General,Hospital,,,
4965,Mpame Clinic,2,Other,420,General,Clinic,,,
4168,Nelson Mandela Urology,2,Other,143,Urology,Specialist Department,,,
3543,Mopani pharmacy Crossing,2,Other,420,General,Pharmacy,,,
4432,Dr David Andrew Swart,2,Other,420,General,General Practice,,,
5703,Gwadu Clinic,2,Other,420,General,Clinic,,,
3595,Vula Demo - Surgical Gastroenterology,2,Other,171,Surgical Gastroenterology,Vula,,,
4967,Ndabakazi Clinic,2,Other,420,General,Clinic,,,
4977,Optique Optometrists - Worcester,2,Other,17,Optometry,Specialist Department,,,
1274,Groote Schuur General Surgery,2,Other,22,General Surgery,Specialist Department,,,
4980,Dr Leanne Reddy,2,Other,420,General,General Practice,,,
2781,Doctors On Call Office,2,Other,420,General,General Practice,,,
4983,Pelican Park  CDC,2,Other,420,General,CDC,,,
4170,RK Khan Paediatrics,2,Other,28,Paediatrics,Specialist Department,,,
3624,Dr Rhodiah Gool,2,Other,420,General,General Practice,,,
4171,Clicks Pharmacy - Kimberley,2,Other,420,General,Pharmacy,,,
3651,Dr Mus' Ooda Kader,2,Other,420,General,General Practice,,,
4172,Clicks Pharmacy - Westguard,2,Other,420,General,Pharmacy,,,
4174,Spec-Savers - Kloof Street,2,Other,17,Optometry,Specialist Department,,,
4175,Tygerberg Social Work,2,Other,126,Social Work,Specialist Department,,,
4176,Dr Adnaan Mia,2,Other,420,General,General Practice,,,
3711,Dr Nina Steyn,2,Other,420,General,General Practice,,,
3718,Medicare Pharmacy Clinic - Emalahleni,2,Other,420,General,Pharmacy,,,
4178,Tshepong Gastroenterology,2,Other,156,Gastroenterology,Specialist Department,,,
4985,NMFC Rotation 2020,226,NMFC Rotation,16,Family Medicine,University,,,
4185,Dr Faheema Ismail,2,Other,420,General,General Practice,,,
4190,Dr Jani Human,2,Other,420,General,General Practice,,,
4192,Dr Kamalkumar Narendra Desai,2,Other,420,General,General Practice,,,
4198,Dr Atshindji Sandra Ngandu,2,Other,420,General,General Practice,,,
4199,Dr Trevor Wayne Fung,2,Other,420,General,General Practice,,,
990,St Joseph Hospital,2,Other,420,General,Hospital,,,
4220,Dr Dipikha Makkan,2,Other,420,General,General Practice,,,
916,Specsavers Durbanville,2,Other,17,Optometry,Specialist Department,,,
3266,Mr Charles Andrew Persence,2,Other,420,General,General Practice,,,
5704,Hackney Clinic,2,Other,420,General,Clinic,,,
3289,Clicks Pharmacy - Silverwater Crossing,2,Other,420,General,Pharmacy,,,
3928,Dr Mogamat Shafick Ismail,2,Other,420,General,General Practice,,,
3363,Savoy Pharmacy,2,Other,420,General,Pharmacy,,,
1166,Netcare Montana,2,Other,420,General,Hospital,,,
3405,Nelson Mandela Bay Health District,2,Other,420,General,Non-medical practice,,,
4044,Whitehouse Pharmacy,2,Other,420,General,Pharmacy,,,
5706,Haytor Clinic,2,Other,420,General,Clinic,,,
3463,Dr Tshepo Cornelius Montja,2,Other,420,General,General Practice,,,
3510,Dis-Chem Mutual Park Pharmacy,2,Other,420,General,Pharmacy,,,
3544,St Francis Hospital,2,Other,420,General,Hospital,,,
747,Park Lane Ophthalmology,1,Ophthalmology,1,Ophthalmology,Specialist Department,,,
80,Karl Bremer Hospital,2,Other,420,General,Hospital,,,
4969,Neovision Maynard Mall,2,Other,17,Optometry,Specialist Department,,,
78,Malmesbury CDC,2,Other,420,General,CDC,,,
4981,Vision Works Optometrists - Bayside Mall,2,Other,17,Optometry,Specialist Department,,,
77,Springbok Hospital,2,Other,420,General,Hospital,,,
4986,Terry Douglas Physiotherapy,2,Other,123,Physiotherapy,Specialist Department,,,
114,Madwaleni Hospital,2,Other,420,General,Hospital,,,
108,Stellenbosch Ophthalmology,2,Other,1,Ophthalmology,Specialist Department,,,
86,Hopelands Cancer Centre,2,Other,19,Oncology,Specialist Department,,,
98,Midlands Medical Centre,2,Other,420,General,Medical Centre,,,
92,Eastbourne Station Health Centre,2,Other,420,General,Medical Centre,,,
178,Nelson Mandela Academic Hospital,2,Other,420,General,Hospital,,,
3597,Albert Luthuli Internal Medicine,2,Other,21,Internal Medicine,Specialist Department,,,
160,Harry Surtie Hospital,2,Other,420,General,Hospital,,,
3625,Pharmacy Plus Burgersfort,2,Other,420,General,Pharmacy,,,
1359,Mitchells Plain Family Medicine,2,Other,16,Family Medicine,Specialist Department,,,
181,Hopetown CHC,2,Other,420,General,CHC,,,
3675,Tzaneng Pharmacy,2,Other,420,General,Pharmacy,,,
5705,Hamburg Clinic,2,Other,420,General,Clinic,,,
217,Ganyesa Hospital,2,Other,420,General,Hospital,,,
49,Worcester Hospital,2,Other,420,General,Hospital,,,
3267,GJ Crookes ANC High Risk Clinic,27,Obstetrics / Gynaecology,27,Obstetrics / Gynaecology,Specialist Department,,,
152,Boichoko Clinic,2,Other,420,General,Clinic,,,
96,Elsies River,2,Other,420,General,Other,,,
97,Piketberg Clinic,2,Other,420,General,Clinic,,,
172,Connie Vorster Hospital,2,Other,420,General,Hospital,,,
102,Grassy Park CDC,2,Other,420,General,CDC,,,
106,Bongani Hospital (Welkom),2,Other,420,General,Hospital,,,
109,Robertson Hospital,2,Other,420,General,Hospital,,,
110,Red Cross Children's Hospital,2,Other,420,General,Hospital,,,
113,Belhar Clinic,2,Other,420,General,Clinic,,,
3694,Dr Keitumetse Maropeng Magau,2,Other,420,General,General Practice,,,
151,Eerste River Clinic,2,Other,420,General,Clinic,,,
153,St Aidans Hospital,2,Other,420,General,Hospital,,,
155,Retreat Day Hospital,2,Other,420,General,Hospital,,,
161,Michael Mapongwana CHC,2,Other,420,General,CHC,,,
165,St Vincent CDC,2,Other,420,General,CDC,,,
166,Carnarvon,2,Other,420,General,Medical Centre,,,
3712,Dr Mohamed Dawood Saloojee,2,Other,420,General,General Practice,,,
3719,Mediclinic Geneva,2,Other,420,General,Hospital,,,
173,Sutherland CHC,2,Other,420,General,CHC,,,
4984,SU Nursing (3nd year 2022),2,Other,165,SU Nursing,University,,,
853,Cipla Cape Town,2,Other,420,General,Pharmacy,,,
4573,Dr Johannes Mattheus Fourie,2,Other,420,General,General Practice,,,
3290,Mediclinic Milnerton Internal Medicine,2,Other,21,Internal Medicine,Specialist Department,,,
2902,Clicks Pharmacy - Station Square,2,Other,420,General,Pharmacy,,,
190,Wesfleur Hospital,2,Other,420,General,Hospital,,,
4434,Dr Milton Jeffrey Richman,2,Other,420,General,General Practice,,,
2231,NICD Free State,147,ZZ NICD Covid-19 Helpline,169,Infectious Disease,Specialist Department,,,
187,Amathole District,2,Other,420,General,Non-medical practice,,,
4987,Clicks pharmacy - Kamma Crossing,2,Other,420,General,Pharmacy,,,
191,Dirkie Uys CDC,2,Other,420,General,CDC,,,
193,Albow Gardens Clinic,2,Other,420,General,Clinic,,,
2524,Mellins I Style - Palm Grove,2,Other,17,Optometry,Specialist Department,,,
76,Lapa Munnik Porterville,2,Other,420,General,Hospital,,,
3407,Clicks Pharmacy - Westcoast Village,2,Other,420,General,Pharmacy,,,
3465,Rayton Pharmacy,2,Other,420,General,Pharmacy,,,
3511,Dr Aashima Narula,2,Other,420,General,General Practice,,,
2546,Midwives Exclusive,2,Other,420,General,General practice,,,
59,Groote Schuur Hospital,2,Other,420,General,Hospital,,,
3545,Medivalue Pharmacy - Empangeni,2,Other,420,General,Pharmacy,,,
56,Tygerberg Hospital,2,Other,420,General,Hospital,,,
54,Mbekweni CHC,2,Other,420,General,CHC,,,
3577,Groote Schuur Obstetrics,2,Other,27,Obstetrics / Gynaecology,Specialist Department,,,
52,Bloekombos Clinic,2,Other,420,General,Clinic,,,
53,Ceres Hospital,2,Other,420,General,Hospital,,,
55,Mfuleni CHC,2,Other,420,General,CHC,,,
62,Macassar CDC,2,Other,420,General,CDC,,,
64,Town 2 CDC Khayelitsha,2,Other,420,General,CDC,,,
66,Luvuyo CDC Khayelitsha,2,Other,420,General,CDC,,,
68,Nolungile Clinic Site C,2,Other,420,General,Clinic,,,
70,Hermanus Hospital,2,Other,420,General,Hospital,,,
79,Grabouw CDC,2,Other,420,General,CDC,,,
87,Anglo Gold Health Service,2,Other,420,General,Medical Centre,,,
15,ORBIS,2,Other,420,General,Other,,,
93,Worcester CDC,2,Other,420,General,CDC,,,
5707,Hebe-Hebe Clinic,2,Other,420,General,Clinic,,,
103,Delft CHC,2,Other,420,General,CHC,,,
104,Swartland Hospital,2,Other,420,General,Hospital,,,
105,Kensington CDC,2,Other,420,General,CDC,,,
27,"IHI Hackathon, UCT, South Africa",2,Other,420,General,Other,,,
149,Swellendam Hospital,2,Other,420,General,Hospital,,,
150,TC Newman CDC Paarl,2,Other,420,General,CDC,,,
154,Bambisana Clinic,2,Other,420,General,Clinic,,,
156,Zithulele Hospital,2,Other,420,General,Hospital,,,
111,Maseru,2,Other,420,General,Other,,,
169,Upington Hospital,2,Other,420,General,Hospital,,,
81,Clanwilliam Hospital,2,Other,420,General,Hospital,,,
2376,Gift of the givers - Covid Testing,2,Other,169,Infectious Disease,Specialist Department,,,
189,Netcare Kuilsriver,2,Other,420,General,Hospital,,,
192,Wellington CDC,2,Other,420,General,CDC,,,
3364,Sun Stripe,2,Other,169,Infectious Disease,University,,,
3626,Grey's Neurosurgery,2,Other,18,Neurosurgery,Specialist Department,,,
5715,GM Pensioners Clinic,2,Other,420,General,Clinic,,,
202,Panorama Mediclinic,2,Other,420,General,Hospital,,,
3929,Dr Rameshvarin Pillay,2,Other,420,General,General Practice,,,
3268,Dr Sean Ian Volkwyn,2,Other,420,General,General Practice,,,
209,Tembisa Hospital,2,Other,420,General,Hospital,,,
3291,Dis-Chem Cape Gate Pharmacy,2,Other,420,General,Pharmacy,,,
3365,Dis-Chem Ferndale Mall Pharmacy,2,Other,420,General,Pharmacy,,,
157,Spec-Savers Upington,2,Other,17,Optometry,Specialist Department,,,
3408,Dis-Chem Three Rivers Pharmacy Clinic,2,Other,420,General,Pharmacy,,,
4436,Dr Jean Abraham Combrink,2,Other,420,General,General Practice,,,
4988,MedicareStyle Womens Clinic Bellville,2,Other,420,General,Clinic,,,
164,Tshwaragano District Hospital,2,Other,420,General,Hospital,,,
5708,Highview Clinic,2,Other,420,General,Clinic,,,
1920,Khayelitsha Psychology (Mon-Fri 8am-4pm ONLY),125,Psychology,125,Psychology,Specialist Department,,,
3466,Dr Panayotis Vazirgiantzikis,2,Other,420,General,General Practice,,,
3512,Midpharm Pharmacy,2,Other,420,General,Pharmacy,,,
3546,Dr Peter Kaitakirwa,2,Other,420,General,General Practice,,,
89,Bloemfontein Mediclinic Cardiology,2,Other,4,Cardiology,Specialist Department,,,
207,Tshwane District Hospital,2,Other,420,General,Hospital,,,
3596,Dis-Chem Hillcrest Pharmacy,2,Other,420,General,Pharmacy,,,
51,Paarl Hospital,2,Other,420,General,Hospital,,,
57,Ikwezi CHC,2,Other,420,General,CHC,,,
58,Caledon Hospital,2,Other,420,General,Hospital,,,
60,New Somerset Hospital,2,Other,420,General,Hospital,,,
69,Parow CHC,2,Other,420,General,CHC,,,
71,Ceres Clinics,2,Other,420,General,Clinic,,,
72,Mitchells Plain Hospital,2,Other,420,General,Hospital,,,
75,Beachmed,2,Other,420,General,Clinic,,,
759,Bloemfontein Mediclinic,2,Other,420,General,Hospital,,,
94,Universitas Hospital,2,Other,420,General,Hospital,,,
196,Netcare N1 City Hospital,2,Other,420,General,Hospital,,,
203,Helene Franz Hospital,2,Other,420,General,Hospital,,,
3628,Medicentre Pharmacy,2,Other,420,General,Pharmacy,,,
63,Victoria Hospital Wynberg,2,Other,420,General,Hospital,,,
236,Specsavers Zevenwacht Mall,2,Other,17,Optometry,Specialist Department,,,
3720,City of Cape Town training department,2,Other,420,General,Non-medical practice,,,
3753,Bosbokrand Pharmacy,2,Other,420,General,Pharmacy,,,
3764,Medicare Pharmacy - Greenhill,2,Other,420,General,Pharmacy,,,
3766,Elsburg Clinic,2,Other,420,General,Clinic,,,
3767,Leach Pharmacy,2,Other,420,General,Pharmacy,,,
3769,Dr Jabulani Jacob Mokoena,2,Other,420,General,General Practice,,,
3771,Chemi-Med Pharmacy,2,Other,420,General,Pharmacy,,,
304,Corobrik Occupational Health,2,Other,124,Occupational Therapy,Specialist Department,,,
305,Botshabelo Hospital,2,Other,420,General,Hospital,,,
3774,Dr Warren Victor Boyd,2,Other,420,General,General Practice,,,
3780,Maharaj's Shallcross Pharmacy,2,Other,420,General,Pharmacy,,,
314,Wentworth Hospital,2,Other,420,General,Hospital,,,
3269,Dis-Chem Mall @ 55 Pharmacy Clinic,2,Other,420,General,Pharmacy,,,
3930,Dr Rifumu Wealth Mbhiza,2,Other,420,General,General Practice,,,
2525,Dr Barto Johannes Saayman,2,Other,420,General,General Practice,,,
3292,Zest Pharmacy,2,Other,420,General,Pharmacy,,,
3294,Clicks Pharmacy Clinic - King William's Town,2,Other,420,General,Pharmacy,,,
3931,Stanhope Pharmacy,2,Other,420,General,Pharmacy,,,
4439,Dr Fatima Peer,2,Other,420,General,General Practice,,,
159,Stellenbosch Hospital,2,Other,420,General,Hospital,,,
4989,Dr R C Amod,2,Other,420,General,General Practice,,,
3693,Helderberg Social Work (HH referrals ONLY),126,Social Work,126,Social Work,Specialist Department,,,
3409,Dr Marinus Francois van Der Westhuizen,2,Other,420,General,General Practice,,,
4045,Life The Crompton Hospital,2,Other,420,General,Hospital,,,
3513,Mowbray Maternity Paediatrics,2,Other,28,Paediatrics,Specialist Department,,,
3547,Dis-Chem Masingita Mall Pharmacy,2,Other,420,General,Pharmacy,,,
4991,Clicks Pharmacy - Fountains Mall,2,Other,420,General,Pharmacy,,,
4169,Robert  Sobukwe ENT,2,Other,15,Otorhinolaryngology,Specialist Department,,,
374,Value Vision Optometrist,2,Other,17,Optometry,Specialist Department,,,
310,Bloemfontein Mediclinic ENT,2,Other,15,Otorhinolaryngology,Specialist Department,,,
65,Kraaifontein CHC,2,Other,420,General,CHC,,,
4173,Bergvliet Family Practice,2,Other,420,General,General Practice,,,
3598,Dr Siyanda Karel Mthokozisi Ndawo,2,Other,420,General,General Practice,,,
311,Sebokeng Hospital,2,Other,420,General,Hospital,,,
61,Otto du Plessis Bredasdorp,2,Other,420,General,Hospital,,,
4177,Fraserburg CHC,2,Other,420,General,CHC,,,
3629,Kranskop Community Pharmacy,2,Other,420,General,Pharmacy,,,
3770,Dr Dennis Kotze,2,Other,420,General,General Practice,,,
197,Heideveld CDC,229,Family Medicine and Palliative Care,41,Palliative Care,Specialist Department,,,
158,Galeshewe Day Hospital,2,Other,420,General,Hospital,,,
5709,Hillside (Nkonkobe) Clinic,2,Other,420,General,Clinic,,,
3467,Eastern Cape Health District Office,2,Other,420,General,Non-medical practice,,,
3765,Pick n Pay Pharmacy - Hurlingham,2,Other,420,General,Pharmacy,,,
3768,Linksfield Pharmacy,2,Other,420,General,Pharmacy,,,
3773,Dr Faiza Toefy,2,Other,420,General,General Practice,,,
3775,XEIOH,2,Other,420,General,Pharmacy,,,
3781,The Local Choice Pharmacy Clinic - Pinelands,2,Other,420,General,Pharmacy,,,
3784,Dr Russell Botes,2,Other,420,General,General Practice,,,
3783,Symphony Way CDC Speech Therapy  (weekdays 07:30 - 16:00 only),2,Other,122,Speech Therapy,Specialist Department,,,
300,Leratong Hospital,2,Other,420,General,Hospital,,,
3025,Netcare Christiaan Barnard Emergency Medicine,2,Other,32,Emergency Medicine,Specialist Department,,,
3270,Durban Street Pharmacy,2,Other,420,General,Pharmacy,,,
385,Vanguard CHC,2,Other,420,General,CHC,,,
4574,All Smiles Dentist,2,Other,259,Oral Medicine,Specialist Department,,,
1374,Garankuwa View Clinic,2,Other,420,General,Clinic,,,
4440,Dr Charlene Muller,2,Other,420,General,General Practice,,,
4990,Port Shepstone Paediatrics,2,Other,28,Paediatrics,Specialist Department,,,
5710,Hillside (Senqu) Clinic,2,Other,420,General,Clinic,,,
3293,Clicks Pharmacy - Vincent Park,2,Other,420,General,Pharmacy,,,
3410,Medicross Cape Road,2,Other,420,General,Hospital,,,
3468,Sarepta Clinic,2,Other,420,General,Clinic,,,
3514,Victoria Hospital Internal Medicine (Plumstead),2,Other,21,Internal Medicine,Specialist Department,,,
3548,Dr Cliffit Rosline Arries,2,Other,420,General,General Practice,,,
4046,Crossroads 1 Clinic,2,Other,420,General,Clinic,,,
307,Eyeshop Optometry,2,Other,17,Optometry,Specialist Department,,,
